chr	start	end	value
chr4B	29665771	29665772	-0.090575397
chr4B	30363064	30363065	-0.007242063
chr4B	30863007	30863008	0.045833333
chr4B	31126489	31126490	0.021936275
chr4B	33632740	33632741	-0.057230392
chr4B	34720472	34720473	-0.140563725
chr4B	36456607	36456608	-0.140563725
chr4B	37317525	37317526	-0.123623188
chr4B	38026896	38026897	-0.006956522
chr4B	39908491	39908492	-0.006956522
chr4B	41013631	41013632	-0.006956522
chr4B	43173501	43173502	0
chr4B	45776793	45776794	-0.086419753
chr4B	52816970	52816971	-0.086419753
chr4B	60545971	60545972	-0.086419753
chr4B	62949548	62949549	-0.064814815
chr4B	73299562	73299563	0
chr4B	81379346	81379347	-0.160714286
chr4B	82016277	82016278	-0.160714286
chr4B	86076887	86076888	-0.160714286
chr4B	93288404	93288405	-0.160714286
chr4B	93740412	93740413	-0.166666667
chr4B	96642949	96642950	-0.166666667
chr4B	99081579	99081580	-0.166666667
chr4B	99436326	99436327	-0.166666667
chr4B	102461147	102461148	0
chr4B	106059323	106059324	0
chr4B	108690839	108690840	-0.0546875
chr4B	109827068	109827069	-0.036359054
chr4B	112920001	112920002	-0.013184621
chr4B	121937239	121937240	0.259732045
chr4B	122213072	122213073	0.240670462
chr4B	123920710	123920711	0.064515385
chr4B	128021327	128021328	0.003704138
chr4B	132335498	132335499	-0.190668156
chr4B	154978298	154978299	-0.242777338
chr4B	158278499	158278500	-0.126789877
chr4B	171659587	171659588	-0.082449217
chr4B	172508330	172508331	-0.038076923
chr4B	173967894	173967895	-0.001056972
chr4B	179310369	179310370	0.123943028
chr4B	181251347	181251348	0.122184787
chr4B	184239456	184239457	0.122184787
chr4B	237894395	237894396	0.15546398
chr4B	242705643	242705644	0.03046398
chr4B	242749605	242749606	0.022222222
chr4B	335941494	335941495	0.272222222
chr4B	339265305	339265306	0.25
chr4B	364681093	364681094	0.333333333
chr4B	373983874	373983875	-0.068783069
chr4B	376143425	376143426	-0.07989418
chr4B	387800700	387800701	-0.059920635
chr4B	387869664	387869665	-0.015602453
chr4B	391550760	391550761	0.035984848
chr4B	392045561	392045562	0.044318182
chr4B	394375786	394375787	-0.016606188
chr4B	405371987	405371988	-0.06092437
chr4B	412778679	412778680	-0.06092437
chr4B	423047713	423047714	-0.156162465
chr4B	427505323	427505324	-0.095238095
chr4B	431790466	431790467	-0.095238095
chr4B	432788670	432788671	-0.135907952
chr4B	438335768	438335769	-0.162952465
chr4B	443453866	443453867	-0.162952465
chr4B	450457641	450457642	-0.162952465
chr4B	454033477	454033478	-0.0697616
chr4B	465028418	465028419	0.026358218
chr4B	467911645	467911646	0.026358218
chr4B	467985002	467985003	0.026358218
chr4B	469470247	469470248	-0.115117817
chr4B	475193987	475193988	-0.088955026
chr4B	480051335	480051336	-0.113680301
chr4B	480652587	480652588	0.011319699
chr4B	483762309	483762310	0.100274725
chr4B	491465764	491465765	0.023804137
chr4B	504181836	504181837	0.006862745
chr4B	518688379	518688380	-0.146708683
chr4B	519824400	519824401	-0.084208683
chr4B	527005412	527005413	-0.020595238
chr4B	562700455	562700456	-0.00479064
chr4B	564871924	564871925	0.107114122
chr4B	565747904	565747905	0.06483471
chr4B	566595414	566595415	0.042409595
chr4B	567470115	567470116	-0.056728336
chr4B	568666155	568666156	-0.163871194
chr4B	572553195	572553196	-0.205195678
chr4B	575039696	575039697	-0.187070283
chr4B	575041209	575041210	-0.048433919
chr4B	590853681	590853682	-0.090596617
chr4B	600438867	600438868	-0.079909388
chr4B	612844979	612844980	-0.084929945
chr4B	616308735	616308736	-0.145441308
chr4B	618251501	618251502	-0.055659562
chr4B	623787058	623787059	-0.020242896
chr4B	631418105	631418106	-0.148065476
chr4B	631528139	631528140	-0.301190476
chr4B	634317425	634317426	-0.287028986
chr4B	636930895	636930896	-0.367584541
chr4B	638122134	638122135	-0.217584541
chr4B	642946000	642946001	-0.023834541
chr4B	647727936	647727937	-0.061805556
chr4B	652855765	652855766	-0.038194444
chr4B	656827863	656827864	-0.021411228
chr4B	657169155	657169156	-0.041519923
chr4B	673240414	673240415	0.04278825
chr5A	641125	641126	-0.041127834
chr5A	645524	645525	-0.081318303
chr5A	1833735	1833736	-0.142806909
chr5A	2647709	2647710	-0.090723576
chr5A	4664160	4664161	-0.04456973
chr5A	5992471	5992472	0.119444444
chr5A	11066777	11066778	-0.040800866
chr5A	14266416	14266417	-0.089945675
chr5A	18813373	18813374	-0.112167897
chr5A	22718907	22718908	-0.081884544
chr5A	25699757	25699758	-0.065650778
chr5A	26447110	26447111	-0.018591954
chr5A	30408560	30408561	0.060574713
chr5A	42109793	42109794	0.13452381
chr5A	47584840	47584841	0.13452381
chr5A	64944149	64944150	0.301190476
chr5A	68617665	68617666	0.242857143
chr5A	70493396	70493397	0.166666667
chr5A	87401990	87401991	0.166666667
chr5A	100618668	100618669	-0.104166667
chr5A	118758788	118758789	-0.104166667
chr5A	119575136	119575137	-0.104166667
chr5A	129109577	129109578	-0.104166667
chr5A	129603777	129603778	-0.001470588
chr5A	134085571	134085572	-0.151470588
chr5A	160775266	160775267	0.036029412
chr5A	197219998	197219999	0.074918301
chr5A	206729769	206729770	0.076388889
chr5A	207739207	207739208	-0.023611111
chr5A	227923259	227923260	-0.251424964
chr5A	227924480	227924481	-0.290313853
chr5A	250561002	250561003	-0.295748635
chr5A	263507723	263507724	-0.054432169
chr5A	265544218	265544219	-0.014118316
chr5A	275954240	275954241	-0.034951649
chr5A	288259919	288259920	-0.079516867
chr5A	307211994	307211995	-0.070833333
chr5A	311675350	311675351	-0.005505638
chr5A	312232998	312232999	0.106504166
chr5A	316513781	316513782	0.156504166
chr5A	320266646	320266647	0.114837499
chr5A	328726848	328726849	0.007843137
chr5A	332648754	332648755	-0.083333333
chr5A	333408135	333408136	-0.083333333
chr5A	335302784	335302785	-0.021212121
chr5A	335675537	335675538	0.020454545
chr5A	342330535	342330536	0.070454545
chr5A	353601934	353601935	0.070454545
chr5A	361447482	361447483	0.144318182
chr5A	361709290	361709291	0.210004456
chr5A	369630033	369630034	0.088575885
chr5A	370245909	370245910	0.005242552
chr5A	377324494	377324495	-0.106932773
chr5A	377923991	377923992	-0.172619048
chr5A	382115631	382115632	0.023809524
chr5A	382765572	382765573	0.06547619
chr5A	386171535	386171536	-0.016666667
chr5A	387922588	387922589	-0.016666667
chr5A	393364463	393364464	-0.141666667
chr5A	395916845	395916846	-0.1
chr5A	413193515	413193516	0
chr5A	417903492	417903493	0.04
chr5A	426275084	426275085	0.056666667
chr5A	428996587	428996588	0.161708683
chr5A	438147424	438147425	0.07837535
chr5A	439434767	439434768	0.03837535
chr5A	442701848	442701849	0.146708683
chr5A	444943308	444943309	0.035087719
chr5A	454270460	454270461	0.118421053
chr5A	457076519	457076520	0.222267206
chr5A	459337794	459337795	0.165575287
chr5A	473010733	473010734	0.236897824
chr5A	473022507	473022508	0.204846542
chr5A	475525192	475525193	0.076000389
chr5A	480042486	480042487	0.009651669
chr5A	488418755	488418756	-0.055091921
chr5A	490318486	490318487	-0.023040639
chr5A	491315024	491315025	0.001959361
chr5A	494232972	494232973	0
chr5A	495868795	495868796	0.05
chr5A	503056584	503056585	0.182591093
chr5A	513842962	513842963	0.147566939
chr5A	519693839	519693840	0.104709796
chr5A	519949991	519949992	0.108281224
chr5A	536291647	536291648	-0.050698758
chr5A	538582360	538582361	-0.042189755
chr5A	539504549	539504550	-0.056150794
chr5A	545059139	545059140	-0.046252834
chr5A	546893706	546893707	-0.09923705
chr5A	559746802	559746803	-0.079053067
chr5A	561655043	561655044	-0.088614858
chr5A	564081695	564081696	-0.168750913
chr5A	569182423	569182424	-0.210409555
chr5A	574198069	574198070	-0.090442022
chr5A	588740679	588740680	-0.020093795
chr5A	591094370	591094371	-0.003427128
chr5A	598009641	598009642	0.117604618
chr5A	600067451	600067452	0.003968254
chr5A	603007104	603007105	0.25
chr5A	608623540	608623541	0.25
chr5A	610221381	610221382	0.181612319
chr5A	610459800	610459801	0.181612319
chr5A	613590707	613590708	-0.235054348
chr5A	615179636	615179637	-0.235054348
chr5A	617350766	617350767	-0.166666667
chr5A	619957439	619957440	-0.065660475
chr5A	622777493	622777494	0.173922859
chr5A	624744194	624744195	0.173922859
chr5A	632836138	632836139	0.189547859
chr5A	637128619	637128620	0.088541667
chr5A	644098252	644098253	0.203125
chr5A	649843028	649843029	0.25
chr5A	657051747	657051748	0.322439162
chr5A	657105425	657105426	-0.054544965
chr5A	660436080	660436081	-0.040908723
chr5A	663305768	663305769	-0.040908723
chr5A	664553759	664553760	-0.070238095
chr5A	670820795	670820796	0.025
chr5A	671443799	671443800	0.025
chr5A	677140272	677140273	0.0875
chr5A	678204320	678204321	0.091801075
chr5A	680834726	680834727	0.091801075
chr5A	681288160	681288161	0.091801075
chr5A	684691038	684691039	0.029301075
chr5A	691401163	691401164	-0.0625
chr5A	693300405	693300406	-0.024187307
chr5A	698002987	698002988	-0.071062307
chr5A	702191734	702191735	-0.071062307
chr5A	702720971	702720972	0.02433243
chr5A	707644075	707644076	0.048519737
chr5A	709759074	709759075	0.091139418
chr5B	2613348	2613349	0.091139418
chr5B	3917735	3917736	0.080612743
chr5B	11517109	11517110	0.018112743
chr5B	12856142	12856143	0.022368062
chr5B	19814987	19814988	0.037828589
chr5B	20170940	20170941	0.015460526
chr5B	25267878	25267879	0.015460526
chr5B	26847539	26847540	-0.00102996
chr5B	37372697	37372698	0.048719756
chr5B	48859706	48859707	0.248719756
chr5B	54549929	54549930	0.261183261
chr5B	56570235	56570236	0.106143856
chr5B	64626936	64626937	0.078113553
chr5B	68838594	68838595	-0.037795538
chr5B	70914815	70914816	-0.009819347
chr5B	88170905	88170906	0.142424242
chr5B	95022919	95022920	0.148674242
chr5B	98666601	98666602	0.114583333
chr5B	98835492	98835493	0.048891129
chr5B	122438746	122438747	-0.021942204
chr5B	216507900	216507901	-0.05868671
chr5B	243918071	243918072	-0.153924805
chr5B	249578806	249578807	-0.092761586
chr5B	251901667	251901668	-0.059027183
chr5B	262055414	262055415	-0.133889821
chr5B	262355021	262355022	0.111348274
chr5B	277250567	277250568	0.148615355
chr5B	285830124	285830125	0.438095238
chr5B	289028030	289028031	0.142857143
chr5B	289705615	289705616	-0.050793651
chr5B	299607056	299607057	-0.149206349
chr5B	303912677	303912678	-0.174206349
chr5B	306424082	306424083	-0.095424837
chr5B	308561330	308561331	0.12124183
chr5B	316623256	316623257	0.432352941
chr5B	318174522	318174523	0.409852941
chr5B	322555843	322555844	0.333055556
chr5B	328107539	328107540	0.257892157
chr5B	333028197	333028198	0.026846405
chr5B	339496259	339496260	-0.027328236
chr5B	339536201	339536202	0.074854304
chr5B	343826699	343826700	0.042329114
chr5B	355689343	355689344	0.027407124
chr5B	368786150	368786151	0.017371321
chr5B	372863913	372863914	0.005466559
chr5B	392057309	392057310	-0.001575276
chr5B	409061235	409061236	0.081892466
chr5B	417551482	417551483	0.016519576
chr5B	420470624	420470625	-0.08764709
chr5B	429093781	429093782	-0.114476496
chr5B	434403309	434403310	-0.151976496
chr5B	437180514	437180515	-0.03128414
chr5B	438169205	438169206	0.0331098
chr5B	445651486	445651487	-0.200330371
chr5B	454896896	454896897	-0.414141414
chr5B	464393761	464393762	-0.154761905
chr5B	464629063	464629064	-0.103174603
chr5B	488126429	488126430	0.285714286
chr5B	488562089	488562090	0.525252525
chr5B	490732839	490732840	0.612432012
chr5B	491035754	491035755	0.480902957
chr5B	506312686	506312687	0.154771293
chr5B	507939297	507939298	0.105091806
chr5B	520037287	520037288	0.155807055
chr5B	520420315	520420316	0.250320513
chr5B	520871593	520871594	0.220411955
chr5B	531220160	531220161	0.017159169
chr5B	534471491	534471492	0.035533911
chr5B	538038357	538038358	0.087181337
chr5B	571708747	571708748	0.072916667
chr5B	575629806	575629807	-0.043078449
chr5B	582975098	582975099	-0.032760989
chr5B	588161096	588161097	0.144322344
chr5B	597080406	597080407	0.311904762
chr5B	599652890	599652891	0.341269841
chr5B	604022735	604022736	0.27992674
chr5B	611375694	611375695	0.148197961
chr5B	611646506	611646507	0.112483676
chr5B	619219167	619219168	-0.018468705
chr5B	619762880	619762881	0.020056936
chr5B	620012418	620012419	0.130305383
chr5B	622740145	622740146	0.141151944
chr5B	637124907	637124908	0.200704234
chr5B	639682386	639682387	0.209494556
chr5B	650015391	650015392	0.151429433
chr5B	654751430	654751431	0.154111011
chr5B	659505670	659505671	0.187034644
chr5B	660186892	660186893	0.187562503
chr5B	660370490	660370491	0.126482958
chr5B	660588739	660588740	-0.042402324
chr5B	661681489	661681490	-0.151819639
chr5B	664949549	664949550	-0.077209249
chr5B	670019103	670019104	0.116987179
chr5B	671355881	671355882	0.327787409
chr5B	674658780	674658781	0.482362729
chr5B	680665742	680665743	0.358893341
chr5B	681132056	681132057	0.172309092
chr5B	684032979	684032980	0.102632052
chr5B	684762634	684762635	0.218569552
chr5B	689950526	689950527	0.133110368
chr5B	693982129	693982130	0.170668643
chr5B	697377836	697377837	0.286837121
chr5B	698257603	698257604	0.027313312
chr5B	705270243	705270244	-0.060186688
chr5B	705483029	705483030	-0.020287698
chr6A	1879418	1879419	-0.306746032
chr6A	5466675	5466676	-0.372222222
chr6A	9318217	9318218	-0.286214265
chr6A	15492018	15492019	-0.209254347
chr6A	24830118	24830119	-0.024795462
chr6A	25639516	25639517	-0.105419197
chr6A	31358875	31358876	-0.386249478
chr6A	48104085	48104086	-0.152187108
chr6A	49843589	49843590	-0.085912698
chr6A	52036248	52036249	-0.169887057
chr6A	59090812	59090813	-0.028815629
chr6A	65802390	65802391	-0.156976548
chr6A	72430250	72430251	-0.326123374
chr6A	75369104	75369105	-0.192149015
chr6A	80704968	80704969	-0.164338937
chr6A	84970065	84970066	-0.155148606
chr6A	94207149	94207150	0.011785986
chr6A	97809306	97809307	0.027212148
chr6A	98239541	98239542	-0.076858814
chr6A	100355777	100355778	-0.099310777
chr6A	106936184	106936185	-0.122959426
chr6A	108944907	108944908	-0.142486184
chr6A	133760895	133760896	0
chr6A	143377065	143377066	-0.130681818
chr6A	146444478	146444479	-0.111935108
chr6A	153679305	153679306	-0.087076331
chr6A	154038904	154038905	-0.087076331
chr6A	158942739	158942740	-0.044462695
chr6A	160476032	160476033	-0.06657197
chr6A	182307615	182307616	-0.06344697
chr6A	189568481	189568482	-0.080929487
chr6A	192830704	192830705	-0.086137821
chr6A	201554646	201554647	-0.180756469
chr6A	204717530	204717531	-0.180756469
chr6A	206006206	206006207	-0.271607285
chr6A	219640253	219640254	-0.233490684
chr6A	222680169	222680170	-0.098152338
chr6A	263909560	263909561	-0.058936652
chr6A	297666151	297666152	0.013285571
chr6A	333959717	333959718	0.003104575
chr6A	346572553	346572554	-0.066559046
chr6A	359151033	359151034	-0.168274732
chr6A	364058564	364058565	-0.108266562
chr6A	370678841	370678842	-0.108266562
chr6A	383478531	383478532	-0.038602941
chr6A	384964741	384964742	-0.054227941
chr6A	405661337	405661338	-0.109125
chr6A	416654685	416654686	-0.192458333
chr6A	421226957	421226958	-0.379958333
chr6A	446902659	446902660	-0.355679487
chr6A	452277320	452277321	-0.324679487
chr6A	452776575	452776576	-0.340996503
chr6A	456777975	456777976	-0.132867133
chr6A	458229124	458229125	-0.132867133
chr6A	463526556	463526557	0.013333333
chr6A	467045488	467045489	0.01
chr6A	470899584	470899585	0.01
chr6A	473364271	473364272	0.067142857
chr6A	479538379	479538380	0.057142857
chr6A	484611866	484611867	-0.034203297
chr6A	495253106	495253107	-0.034203297
chr6A	496573646	496573647	-0.075721154
chr6A	507117410	507117411	-0.075721154
chr6A	510262619	510262620	0.015625
chr6A	514893939	514893940	0.015625
chr6A	521993141	521993142	0
chr6A	524332931	524332932	0
chr6A	532318281	532318282	0
chr6A	533257021	533257022	-0.008333333
chr6A	545320409	545320410	-0.008333333
chr6A	550285840	550285841	-0.109150327
chr6A	580537904	580537905	-0.266106443
chr6A	585194790	585194791	-0.256192174
chr6A	586777472	586777473	-0.158152958
chr6A	591018172	591018173	-0.085281385
chr6A	594434210	594434211	0.174242424
chr6A	594495329	594495330	0.221969697
chr6A	599055016	599055017	0.135652561
chr6A	602708334	602708335	0.155890657
chr6A	609728766	609728767	-0.087311736
chr6A	612292163	612292164	0.053418803
chr6A	614804231	614804232	-0.018009768
chr6A	617039663	617039664	0.029349817
chr6B	14093827	14093828	0.075923176
chr6B	16256510	16256511	0.223359073
chr6B	18847401	18847402	0.29012926
chr6B	26512731	26512732	0.284794111
chr6B	28157162	28157163	-0.006350417
chr6B	33736452	33736453	-0.008838871
chr6B	42500478	42500479	0.031973788
chr6B	49307083	49307084	0.135148391
chr6B	51769199	51769200	0.185362579
chr6B	52354454	52354455	0.141882485
chr6B	117837897	117837898	0.080516516
chr6B	130822837	130822838	0.043479479
chr6B	143466471	143466472	0.029504824
chr6B	149058591	149058592	-0.066760271
chr6B	171043154	171043155	-0.071487161
chr6B	172725139	172725140	0.016101491
chr6B	179469790	179469791	-0.015674603
chr6B	181836783	181836784	0.162566138
chr6B	185680638	185680639	0.110185185
chr6B	203920603	203920604	0.176851852
chr6B	210282257	210282258	0.347685185
chr6B	214087718	214087719	0.227083333
chr6B	224872985	224872986	0.287706044
chr6B	226402632	226402633	0.20753363
chr6B	227095530	227095531	0.216624539
chr6B	227649217	227649218	0.347874539
chr6B	227828079	227828080	0.303455532
chr6B	229522962	229522963	0.258627946
chr6B	234859328	234859329	0.170965608
chr6B	259292974	259292975	0.055176135
chr6B	259297377	259297378	0.082714197
chr6B	274209655	274209656	0.05266612
chr6B	281329951	281329952	-0.077095785
chr6B	300949128	300949129	-0.023860191
chr6B	314547539	314547540	-0.08314792
chr6B	372574286	372574287	-0.011433177
chr6B	377937132	377937133	-0.003893494
chr6B	409292749	409292750	-0.041339615
chr6B	423410571	423410572	0.072069597
chr6B	424085001	424085002	0.077775885
chr6B	433709932	433709933	0.295236202
chr6B	445008129	445008130	0.318587851
chr6B	450639506	450639507	0.265384617
chr6B	450799584	450799585	0.273567219
chr6B	452185748	452185749	0.096719557
chr6B	453278699	453278700	0.155462503
chr6B	463374714	463374715	0.210802488
chr6B	467459345	467459346	0.030246932
chr6B	480387843	480387844	0.046677928
chr6B	502318136	502318137	-0.123135965
chr6B	508819798	508819799	-0.274651116
chr6B	511423893	511423894	-0.134882051
chr6B	512236259	512236260	-0.180417765
chr6B	513690498	513690499	-0.092698467
chr6B	514677166	514677167	-0.045349982
chr6B	519406087	519406088	0.004566267
chr6B	523065843	523065844	0.043851981
chr6B	526716462	526716463	0.200101981
chr6B	554658287	554658288	0.208333333
chr6B	554791726	554791727	0.208333333
chr6B	561693162	561693163	0.175
chr6B	562597083	562597084	0.16344697
chr6B	563147479	563147480	0.152869568
chr6B	566553459	566553460	0.152869568
chr6B	577418684	577418685	0.036771083
chr6B	591249349	591249350	0.030974976
chr6B	592946006	592946007	0.041552377
chr6B	595212185	595212186	0.049470929
chr6B	597294876	597294877	0.028572288
chr6B	601132618	601132619	0.002171426
chr6B	617173648	617173649	0.002171426
chr6B	618942816	618942817	0.099551787
chr6B	623727493	623727494	0.105298913
chr6B	632305594	632305595	0.059844368
chr6B	636395373	636395374	0.101511034
chr6B	649919355	649919356	0.084527339
chr6B	659236175	659236176	0.153971783
chr6B	662514160	662514161	0.227700138
chr6B	664826109	664826110	0.206621707
chr6B	672883963	672883964	0.18901356
chr6B	684670981	684670982	0.171727075
chr6B	687131471	687131472	0.238879269
chr6B	692038076	692038077	0.177936508
chr6B	692044062	692044063	0.133452381
chr6B	692575205	692575206	0.095952381
chr6B	712346060	712346061	0.108333333
chr6B	719860059	719860060	0.086868687
chr6B	720061813	720061814	0.253535354
chr7A	531214	531215	0.106546598
chr7A	4474488	4474489	0.035038154
chr7A	4627495	4627496	0.016260837
chr7A	9752044	9752045	-0.071239163
chr7A	10902345	10902346	-0.200580929
chr7A	14189721	14189722	-0.219711158
chr7A	19900496	19900497	-0.262462169
chr7A	31076369	31076370	-0.508295502
chr7A	36860123	36860124	-0.458295502
chr7A	40570751	40570752	-0.39324129
chr7A	49367151	49367152	-0.232856341
chr7A	69975860	69975861	-0.107856341
chr7A	76514479	76514480	0.001851852
chr7A	78507730	78507731	-0.040918803
chr7A	83738261	83738262	0.184775641
chr7A	85031278	85031279	0.183386752
chr7A	85347401	85347402	0.162553419
chr7A	108814256	108814257	0.163194444
chr7A	109348122	109348123	-0.002086754
chr7A	110470784	110470785	0.095135468
chr7A	138011715	138011716	0.095135468
chr7A	154063581	154063582	0.157635468
chr7A	162537172	162537173	0.166666667
chr7A	168869570	168869571	0.042929293
chr7A	198000962	198000963	0.026262626
chr7A	217375003	217375004	-0.214478114
chr7A	220126766	220126767	-0.211041736
chr7A	239757270	239757271	-0.248447039
chr7A	241800374	241800375	-0.319893118
chr7A	288933229	288933230	-0.258928571
chr7A	290287160	290287161	-0.216269841
chr7A	310581061	310581062	-0.298786181
chr7A	342614787	342614788	-0.265756303
chr7A	371771291	371771292	-0.197077922
chr7A	375895906	375895907	-0.172727273
chr7A	396987330	396987331	-0.116408591
chr7A	407306286	407306287	-0.060789591
chr7A	428627637	428627638	-0.024425955
chr7A	432182118	432182119	-0.013062318
chr7A	450411991	450411992	-0.014092538
chr7A	499742227	499742228	-0.153044872
chr7A	507763053	507763054	-0.156532949
chr7A	509475817	509475818	-0.198199616
chr7A	516499588	516499589	-0.176107125
chr7A	524640861	524640862	-0.101107125
chr7A	536520217	536520218	-0.061255411
chr7A	538344563	538344564	-0.000169438
chr7A	546059567	546059568	0.09277928
chr7A	556559717	556559718	0.067943753
chr7A	561302083	561302084	0.048941228
chr7A	563507336	563507337	-0.149049507
chr7A	581352407	581352408	-0.294379177
chr7A	581846762	581846763	-0.273115079
chr7A	603097280	603097281	-0.250297619
chr7A	607554520	607554521	-0.180059524
chr7A	618117252	618117253	-0.080059524
chr7A	619166202	619166203	-0.026488095
chr7A	621911679	621911680	-0.016666667
chr7A	645038885	645038886	-0.036538462
chr7A	660323281	660323282	-0.10472028
chr7A	661166133	661166134	-0.194463869
chr7A	674106068	674106069	-0.274795926
chr7A	675588115	675588116	-0.177958004
chr7A	677723619	677723620	-0.058299884
chr7A	678149628	678149629	-0.017857143
chr7A	688964346	688964347	-0.074074074
chr7A	689922175	689922176	-0.067358567
chr7A	702977436	702977437	-0.066276316
chr7A	708143619	708143620	0.104138917
chr7A	709755934	709755935	0.16727023
chr7A	715700189	715700190	0.149202712
chr7A	719587909	719587910	0.228946579
chr7A	722303639	722303640	0.126571013
chr7A	727430227	727430228	0.118995256
chr7A	736514594	736514595	0.195317283
chr7B	119645	119646	0.097389431
chr7B	5919919	5919920	0.013180748
chr7B	28317681	28317682	0.053142384
chr7B	33075735	33075736	0.061191196
chr7B	61628162	61628163	0.091063492
chr7B	68346427	68346428	0.174479094
chr7B	78067338	78067339	0.18660079
chr7B	79307087	79307088	0.159339787
chr7B	114185757	114185758	0.158313217
chr7B	137026565	137026566	0.088884651
chr7B	162099240	162099241	-0.136553945
chr7B	173866058	173866059	-0.040740741
chr7B	178415393	178415394	0.005699173
chr7B	192766357	192766358	0.026406244
chr7B	197473099	197473100	0.099935656
chr7B	199495488	199495489	0.017532844
chr7B	218384075	218384076	-0.03081866
chr7B	226427832	226427833	-0.000136841
chr7B	253370907	253370908	0.146571842
chr7B	282332054	282332055	0.162167497
chr7B	333362319	333362320	0.374264271
chr7B	375912371	375912372	0.353430938
chr7B	393402885	393402886	0.23978199
chr7B	399337155	399337156	0.174672818
chr7B	418753905	418753906	-0.066993849
chr7B	419041033	419041034	-0.040478697
chr7B	422905533	422905534	0.017284007
chr7B	431663517	431663518	0.075390813
chr7B	432900746	432900747	0.129988514
chr7B	443343712	443343713	0.064843133
chr7B	448800193	448800194	0.112991281
chr7B	458990112	458990113	0.080921053
chr7B	470853340	470853341	0.117593193
chr7B	476199363	476199364	0.123366872
chr7B	490207936	490207937	0.035866872
chr7B	491923486	491923487	-0.018595638
chr7B	495006537	495006538	-0.045282146
chr7B	495338235	495338236	-0.06202877
chr7B	504194568	504194569	-0.038219246
chr7B	505939272	505939273	0.023752089
chr7B	512744008	512744009	0.005299708
chr7B	524517523	524517524	-0.048275642
chr7B	548386017	548386018	-0.229149849
chr7B	559533554	559533555	-0.273113926
chr7B	569942096	569942097	-0.170114284
chr7B	588085039	588085040	-0.136960713
chr7B	593435643	593435644	-0.041456721
chr7B	614913984	614913985	-0.096281283
chr7B	620593416	620593417	-0.024834283
chr7B	623933916	623933917	0.009540717
chr7B	649991953	649991954	-0.096148459
chr7B	654916479	654916480	0.053851541
chr7B	656516852	656516853	0.022002635
chr7B	672775560	672775561	-0.002997365
chr7B	673305618	673305619	0.083465086
chr7B	675315666	675315667	-0.045701581
chr7B	678126302	678126303	-0.113393871
chr7B	678772772	678772773	-0.186310538
chr7B	679634798	679634799	-0.139073355
chr7B	680202527	680202528	-0.07527341
chr7B	684484032	684484033	0.132380391
chr7B	693923296	693923297	0.178571429
chr7B	695371085	695371086	0.119047619
chr7B	708117038	708117039	-0.021446078
chr7B	711067076	711067077	-0.090895165
chr7B	717660233	717660234	-0.16286022
chr7B	717884727	717884728	-0.166105499
chr7B	730160508	730160509	-0.177469136
chr7B	733597449	733597450	-0.209876543
chr7B	733926071	733926072	-0.184391534
chr7B	744393801	744393802	-0.206475469
chr7B	745045330	745045331	-0.109742278
chr7B	747597301	747597302	-0.034300359
chr7B	750123445	750123446	-0.04081665
chrUn	1927931	1927932	-0.009451101
chrUn	7819199	7819200	0.026100091
chrUn	18025119	18025120	-0.077119606
chrUn	23524310	23524311	0.017690335
chrUn	32220057	32220058	-0.025925926
chrUn	35315520	35315521	0.085185185
chrUn	48424001	48424002	-0.023529412
chrUn	50832703	50832704	-0.035504202
chrUn	53426604	53426605	-0.18907563
chrUn	54300483	54300484	-0.18907563
chrUn	65438057	65438058	-0.196428571
chrUn	75076093	75076094	-0.198102679
chrUn	76409311	76409312	0.094105114
chrUn	81690790	81690791	0.106731376
chrUn	86621562	86621563	-0.018268624
chrUn	124958606	124958607	0.005652609
chrUn	252521086	252521087	-0.250840897
chrUn	304831167	304831168	-0.10721716
chrUn	420834887	420834888	0.04278284
